Target,Stance,Text,Context
 doğal,-1," Kesinlikle kullanımında tanımlanması ve düzenlenmesi gerekiyor, çünkü şu anda gıda ürünlerinde kullanıldığında 'doğal' kelimesi tamamen kafa karıştırıcı ve anlamsız. Açıkça ürünün 'sağlıklı' veya muhtemelen 'organik' olduğunu ima etmeye çalışıyorlar, ancak Frito-Lay veya Campbell's gibi gıda 'üreticilerini' 'doğal' etiketli ürünlerle gördüğünüzde, bu tek başına her şeyin göründüğü gibi olmadığı konusunda alarmları çalmalıdır. ;-)","Açıklama: Yazar, 'doğal' teriminin gıda ürünlerinde kullanıldığında kafa karıştırıcı ve anlamsız olduğunu ima ediyor. İşlenmiş gıdalar üreten Frito-Lay ve Campbell's gibi şirketlerin ürünlerini 'doğal' olarak etiketlemelerine izin verilmemesi gerektiğini, çünkü bunun tüketicileri yanıltabileceğini öne sürüyor. Yazarın gıda ürünlerinde 'doğal' teriminin kullanımına ilişkin duruşu olumsuz veya buna karşıdır."
 Suriye,-1,"Herhangi bir müdahale tam katılıma giden kaygan bir zemindir, bu yüzden ne yaparlarsa yapsınlar Suriye'den mümkün olduğunca uzak durmalıyız. Libya'ya bakın -- R2P ile başladık, sadece Bingazi'deki Cihatçıları Kaddafi'den kurtarmak için. Eh, bu hızla BM Güvenlik Konseyi kararını ihlal ederek rejim değişikliğine dönüştü. Bu yüzden yasanın dışında hareket ettik. ABD olmamız umurumuzda değildi - Kongre'den geçen hiçbir YASA'ya bağlı değiliz. Ve Libya'daki rejim değişikliği bir ABD Büyükelçisinin öldürülmesine yol açtı -- olacakların farklı bir şekilde biteceğini düşünen var mı? Başkan bize NSA hakkında ve ABD'nin Libya'daki niyetleri hakkında yalan söylendiği gibi yalan söyleyecek. Bir ay sonra Suriye'de Esad'ı devirmek ve El Nusra'yı iktidara getirmek için kan kaybediyor olacağız -- sözde ÖSO ya El Nusra'ya iltica edecek ya da onlar tarafından katledilecek. Bu ABD için yapım aşamasında bir felaket.","Açıklama: Yazar, Libya'daki gibi kaygan bir zemin olacağını belirterek Suriye'ye herhangi bir müdahaleye karşı çıkıyor. BM Güvenlik Konseyi kararının nasıl ihlal edildiğinden ve bunun bir Amerikan büyükelçisinin öldürülmesiyle sonuçlanan bir rejim değişikliğine yol açtığından bahsediyor. Yazar, ABD'nin Suriye'de bir felakete sürükleneceğine, muhalefeti destekleyeceğine veya onlar tarafından öldürüleceğine inanıyor. Genel duruş Suriye'ye müdahaleye karşı."
 cezaevi rehabilitasyon cezası,1,"Cezalarını çekmiş ve topluma olan borçlarını ödemiş insanları cezalandırmaya devam etme arzusu yaygın, adaletsiz ve insanlık dışıdır. Görünüşe göre çoğumuz, suç kaydı olan bireyleri ayağa kalkmaları için yardım eli uzatmaktansa, onları meşhur uçurumdan aşağı itmeyi tercih ediyoruz. Bu davranış kalıbının temelinde korku olabilir ancak bana göre bu, uzun vadede işleri daha da kötüleştiriyor.","Açıklama: Yazar, cezaevlerinde eşitleyen ve boyutu yeniden entegre olmaları için bireylere yönelik cezalandırma isteklerine yardımcı olmayı eleştiriyor. Yazarın durması, bu tür kişilere yardım etmek yerine onları daha da kötüleştirmeye yönelik kalıpların insanlık dışı ve adaletsiz olduğunu gösteriyor. Yazar, bu durumun uzun vadeli işlerin daha da kötüleşmesine yol açabileceği için korkunun temeline dayandığını belirtiyor."
 tedavi,1,"Elbette bağımlılar tedavi için teslim edilmeli. Ne yazık ki, bu gönüllülüğe ruh sağlığı ve bağımlılık bozukluklarıyla girdik, temelde daha ucuz olduğu için. Herkes şunu biliyor: birincisi: grup maddelerini kullanmak yasadışıdır ve ikincisi; süpermen veya kadın olmadığınız sürece kendi başınıza tekmelemeniz imkansızdır. İnsanlara bir şans verelim. Onları önemseyin. Onlar için doğru olanı yapın. Onlara olanak tanımayın.","Açıklama: Yazar, bağımlıların tedavi için teslim edilmeleri gereken konuda hemfikir olsa da, mevcut sistem sorunlarının ele alınmadığını ve daha ucuz olması nedeniyle ruh sağlığı ve bağımlılık bozukluklarıyla uğraştığını belirtiyor. Yazar, bağımlıların kendi başlarına başa çıkmalarının imkansız olduğunu ve onlara yardımcı olmak için daha adil ve etkili bir yaklaşımın gerekli olduğunu savunuyor. Bu nedenle yazarın hedefle ilgili tutumuna karşı bir tutum sergiliyor."
 köle,1,"Sömürgeci köle ticareti nedeniyle haksızlığa uğradığını hissedenlere: Etkilendiğini hissedenlerin çoğunluğunu tatmin etmek için kurban başına ne kadar para yeterli olurdu? Karışık ırktan insanlara sadece Afrika kökenlerine eşdeğer bir tazminat yüzdesi mi verilirdi? Herkes için DNA testleri mi gerekli olurdu? Tazminatlar ırk temelli olmasaydı, insanlar atalarının köleleştirildiğini kanıtlamak için hangi kayıtları kullanırlardı? Beyaz Quaker'ların veya yoksul beyaz insanların (nüfus sayımlarında köle sahibi olmayanlar olarak kayıtlara geçen) torunları da ödeme yapmak zorunda mıydı? İç Savaş'ta köleliğe karşı savaşan Kuzey'den gelen beyaz insanların torunları, Konfederasyon eyaletlerinden gelen insanların torunları kadar ödeme yapmak zorunda mıydı? Nüfus sayımında köle sahibi olarak kayıtlara geçen Afrikalıların veya Afrika'daki köle ticaretini kolaylaştırmaya yardımcı olan kabile insanlarının torunlarının mali sorumluluğu ne olurdu?","Passage: Sömürgeci köle ticareti nedeniyle haksızlığa aykırı olmayan hisdenlere: Etkilendiğini hisden piyasadan memnun etmek için kurban başına ne kadar para yeterli olacaktı? Karışık ırklardan insanlara sadece Afrika kökenlerine eşdeğer bir tazminat yüzdesi mi verilirdi? Herkes için DNA testleri gerekli miydi? Tazminatlar ırkının ırklarından, insanların atalarının köleleştirildiği kanıtlanmak için hangileri kullanabilirlerdi? Beyaz Quaker'ların veya zayıf beyaz insanların (nüfus sayımlarında köle sahibi olmayanlar olarak kayıtlara geçen) torunları da ödeme yapmak zorunda mı kaldı? İç Savaş'ta köleliğe karşı savaşan Kuzey'den gelen beyaz insanların torunları, Konfederasyon eyaletlerinden gelen insanların torunları kadar ödeme yapmak zorunda mı kalıyor? Nüfus sayısında köle sahibi olarak kayıtlara geçen Afrikalıların veya Afrika'daki köle ticaretini kolaylaştırmaya yardımcı olan kölelerin insanlarının torunlarının mali sorumluluğu ne olacaktı? Hedef: köle Duruş: karşı Gerekçe: 1. Metin, sömürgeci köle ticareti nedeniyle haksızlığa uğrayanlara odaklanmaktadır. 2. Yazar, tazminatların ırkının ırk olup olmadığı durumunda nasıl sağlanan süt sorularını sorar, bu da köle ticaretiyle ilgili tazminatların gerekliliğini ve adaletin düzenlendiğini vurgular. 3. Yazar, farklı boyutlarda ödeme yapmak zorunda olup olmayacağına ilişkin sorular sorarak, köle ticaretiyle ilgili sorumluluğun yaygın bir şekilde paylaşılması gerekliliğini belirtir. 4. Yazar, köle ticaretiyle ilgili adaletin sağlanması ve tazminatların geniş bir yayılmaya uygunluğunu savunmaktadır. Bu nedenle, yazarın hedefi olan köle ticaretiyle ilgili tutulması, köle ticaretiyle ilgili adaletin sağlanması ve tazminatların yaygın bir şekilde paylaşılması gerekliliğini desteklemektir.:// :// :// :// :// :// :// :// : // :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :/ / :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :// :/ / :// :// :// :// :// :// :// :// :// ://"
 hükümet kedinin tırnaklarının alınmasını yasakladı,-1,"Bağışıklık sistemim zayıf. Yetişkin tırnakları alınmış kedileri sahiplenemezsem, kedim de olamaz. Üç tane oldu (şu anda iki tane). Hepsi farklıydı ama rahatsız edilmediler. Çok büyük mutluluklar. Tırnakların alınmasına karşıysanız, tırnakları alınmamış ve tırnakları alınmış bir kediyi sahiplenmemekte özgürsünüz. Tırnakların alınmasına karşı kampanya yapmak istiyorsanız, yapın. Ama hükümetin bunu yasaklamasına gerçekten ihtiyacınız var mı?"," Açıklama: Yazar, hükümetin kedi pençelerinin çıkarılmasını yasaklamasına karşı çıkıyor. İnsanların pençeli veya pençesiz kedileri sahiplenmekte özgür olması gerektiğini ve tırnakların çıkarılmasına karşı bir kampanyanın yeterli olduğunu savunuyor. Yazar, bunun gerçek bir ihtiyaç olup olmadığını sorguluyor Hükümetin bu uygulamayı yasaklaması gerekiyor."
 ev okul katılımı devlet okulu sporu,1,"Okula gitmezlerse katılmalarına izin verilmemeli. Okul bölgelerinin oynamak için gereksinimleri vardır. Bir öğrenci düşük notlar alırsa bir takımda oynamasına izin verilmez veya okuldan devamsızsa o gün oynayamaz. Evde eğitim gören çocuklar kuralları atlatabilir ve diğer sporcuları da aynısını yapmaya teşvik edebilir - sadece oynamaya devam etmek için akademik ortamı terk edebilirler. Ebeveynler ne sebeple olursa olsun çocuklarını kamusal eğitimden çekmeyi seçtiler. Spor programı eğitimin bir parçasıdır. Ebeveynlerin seçip seçmesine izin vermek yalnızca eğitimin bir bütün olarak kalitesine zarar verecektir. Azalan orta sınıf ile karşı karşıya olduğumuz mevcut sorunlarla ihtiyacımız olan son şey akademik olarak güçlü olmayan bir kamusal eğitim sistemidir. Ebeveynlerin çocuklarını akademik eğitimden çekmelerine ve müfredat dışı etkinlikleri seçip seçmelerine izin verilirse, kamu okulları bir kampa dönüşecektir. Sonuç: evde eğitim gören bir lig kurun, eğlenin ve kendi kurallarınızı koyun.","Geçiş: Okula gitmezlerse katılmalarına izin verilmemeli. Okul bölgelerinin oynamak için sınırları vardır. Bir öğrenci düşük notlar alırsa bir takımda oynamasına izin verilmez veya okuldan devamsızsa o gün oynayamaz. Evde eğitim gören çocukların kurallarını atlatabilir ve diğer sporcuları da aynısını teşvik edebilir - sadece oynamaya devam etmek için akademik ortamı terk edebilirler. dağılımı ne olursa olsun, çocuklarını genel eğitimden çekmeyi seçtiler. Spor programının eğitimin bir parçasıdır. seçeneklerin seçilmesine izin verilmesi yalnızca eğitimin bir bütün olarak kalitesine zarar vermesi. Azalan orta sınıf ile karşı karşıya olduğumuz mevcut güncelliklerle dolu olan son şey akademik olarak güçlü olmayan bir genel eğitim sistemidir. Karmaşık çocukların akademik dışı eğitimden çekilmelerine ve müfredat etkinlikleri seçmelerine izin verilirse, kamu okulları bir kampa dönüşecektir. Sonuç: evde eğitim gören bir lig kurur, eğlenin ve kendi kurallarınızı koyun. Hedef: ev okul eğitimi devlet okulu sporu Duruş: karşı Gerekçe: Yazar, eğitimin kalitesini düşüreceği için öğrencilerin spor amaçlı devlet okullarından ayrılmalarına izin verilmemesi gerektiğini savunuyor. Spor programlarının eğitimin bir parçası olduğuna ve ebeveynlerin çocukları için akademik ortamlar seçmelerine izin verilmesinin kamu eğitiminin kalitesinde düşüşe yol açacağına inanıyorlar. Yazar, öğrencilerin spor için kamu okullarından ayrılmalarına izin verilirse, , kamu okulları bir kampa dönüşecek, bu da yapı ve akademik odaklanma eksikliği anlamına gelecektir. Yazarın duruşu, öğrencilerin spor için kamu okullarından muaf tutulmalarına izin verilmesine karşıdır, çünkü bunun eğitimin genel kalitesini olumsuz etkileyeceğine inanmaktadır.://www.nytimes.com/2021/08/23/opinion/athletics-public- okullar.html ://www.nytimes.com/2021/08/23/opinion/athletics-public-schools.html ://www.nytimes.com/2021/08/23/opinion/athletics-public-schools. html ://www.nytimes.com/2021/08/23/görüş/athletics-public-schools.html ://www.nytimes.com/2021/08/23/görüş/athletics-public-schools.html ://www.nytimes.com/2021/08/23/opinion/athletics-public-schools.html ://www.nytimes.com/2021/08/23/opinion/athletics-public-schools.html :/ /www.nytimes.com/2021/08/23/opinion/athletics-public-schools.html ://www.nytimes.com/2021/08/23/opinion/athletics-public-schools.html ://www.nytimes.com/2021/08/23/opinion/athletics-public-schools.html :/ /www.nytimes.com/2021/08/23/opinion/athletics-public-schools.html ://www.nytimes.com/2021/08/23/opinion/athletics-public-schools.html ://www.nytimes.com/2021/08/23/opinion/athletics-public-schools.html :/ /www.nytimes.com/2021/08/23/opinion/athletics-public-schools.html ://www.nytimes.com/2021/08/23/opinion/athletics-public-schools.html ://www.nytimes.com"
 cumhuriyetçi,-1,"Davranış kuralları bir saçmalıktır -- yargıçlar politik hayvanlardır. Her zaman öyleydiler ve büyük ihtimalle her zaman öyle olacaklardır. Marbury v Madison bunu gösteriyor. Ve eğer herhangi birinin şüphesi varsa, Bush'un Gore davasında açıkça politik olan karar, 5 Cumhuriyetçi yargıcın bir Cumhuriyetçiyi Beyaz Saray'a yerleştirmesiyle bunu kanıtladı.","Açıklama: Bu pasaj, Marbury v. Madison davası ve Bush v. Gore davası örneklerini kullanarak yargıçların ve Yüksek Mahkeme'nin politik doğasını eleştiriyor. Yazar, yargıçların doğası gereği politik olduğunu ve her zaman öyle olacağını ima ediyor. Hedefe, ""cumhuriyetçi""ye (Cumhuriyetçi) yönelik duruş eleştireldir, çünkü yazar, Bush v. Gore davasındaki Cumhuriyetçi yargıçların karar alma süreçlerinde açıkça politik olduklarını öne sürüyor. Yazar, Cumhuriyetçi Parti'den açıkça bahsetmiyor, ancak bağlam ve Bush v. Gore davasına yapılan atıf, hedefin Cumhuriyetçi Parti veya üyeleri olduğunu açıkça ortaya koyuyor. Ton, küçümseyici ve yargıçların, özellikle de Cumhuriyetçi olanların politik davranışlarını eleştiriyor."
 ebeveynin yalnız kalma zamanı,1, Kamptan her döndüğümde annemle babam bana hep 10 yaş küçük görünürdü. Çocukken bile etkisini görebiliyordum. Her seferinde mutlaka bir yere gitmiyorlardı ama muhtemelen sadece benden uzakta yalnız vakit geçirmekten hoşlanıyorlardı.,"Pasaj: Kamptan döndüğümde annemle babam bana hep 10 yaşında küçük görünüyordu. Çocukken bile görebiliyordum. Her fırsatta mutlaka bir yere gitmiyorlardı ama muhtemelen sadece uzakta, yardıma hazır yalnız vakit geçirmekten geçiyorlardı. Hedef: ebeveynin yalnız kalma süresi Duruş: özgür Açıklama: Yazar, insanlardan insanlardan ayrılarak yalnız vakit geçirmek istediklerini belirtir. Bu durum, kişiliğin bireysel zaman ve gelişimini göstermekte ve yazarın bu konuda bir tutum sergilediğini göstermektedir.://www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html ://www. nytimes.com/2020/08/21/opinion/covid-college-campuses.html ://www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html ://www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html :/ /www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html ://www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html ://www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html ://www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html :/ /www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html ://www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html ://www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html :/ /www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html ://www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html ://www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html :/ /www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html ://www.nytimes.com/2020/08/21/opinion/covid-college-campuses.html ://www.nytimes.com/2020/08/21/opinion/c"
 ödenmemiş yoğunluk,-1,"Bu ücret eksikliği lise veya üniversite stajlarıyla sınırlı değildir. İş dünyasının her yerinde görülür. İnsanlar büyük bir medya kuruluşunda ücret için değil, ""tanıtım"" için blog yazmaya teşvik edilir ve ardından bu medya kuruluşunun yüz milyonlarca dolara başka bir şirkete satıldığını görürler. Hala katkıda bulunacak çok şeyi olan 50 yaş ve üzeri çalışanlar, yaş ayrımcılığının gizli bir biçimiyle işlerinden atılır ve daha sonra sonunda binlerce dolar daha az ödeme yapabilecek yeni bir mesleğe alışmak için ""yeniden eğitimlerinin"" bir parçası olarak ücretsiz çalışmaları beklenir. Buradaki başka bir poster, uzun saatler çalışan gönüllü çalışanlardan bahsederken, bu yardım kuruluşlarının başkanları büyük maaşlar ve yan haklar elde ediyor. Ücretsiz emeğe doğru eğilim, ahlaki çöküşümüzün bir başka göstergesidir. Bir duruş sergilemek zorundayız. İnsanlar, yarın sabah kalktığınızda ve aynaya baktığınızda, şu sözleri tekrarlayın: ""BEDAVAYA ÇALIŞMAYACAĞIM.""","Geçiş: Ücret eksikliği lise veya üniversite stajlarıyla sınırlı değildir. İş dünyasının her yeri görülüyor. İnsanlar büyük bir medyanın ücreti için değil, ""tanıtım"" için blog yazmaya teşvik edilir ve ardından bu medyanın yüzde yüz dünyada başka bir şirkete satıldığını görürler. Hala katkı sağlamakta olan çok sayıda 50 yaş ve üzeri çalışanlar, yaş ayrımcılığının gizli bir biçimiyle işlerinden atılır ve daha sonra sonunda binlerce dolar daha az ödeme yapabilecek yeni bir mesleğe alışmak için ""yeniden eğitimlerinin"" bir parçası olarak ücretsiz çalışmaları devam etmektedir. Başka bir poster, uzun saatler boyunca çalışan gönüllü çalışanlardan bahsederken, bu yardım üyelerinin başkanları büyük maaşlar ve yan haklar yaşlıları anlatıyor. Ücretsiz emeğe doğru ödemeler, veri paketlerimizin bir başka göstergesidir. Bir duruş sergilemek zorundayız. İnsanlar, sabah kalktığınızda ve aynaya baktığınızda, şu sözleri içerir: ""BEDAVAYA ÇALIŞMAYACAĞIM."" Hedef: Ödeme yapılmamış Duruş: Kötü Gerekçe: Bu pasaj, stajyerlikten medya kuruluşlarına, yaşlı çalışanların ücretsiz olarak yeniden eğitime zorlanmasına kadar çeşitli ortamlardaki ücretsiz emek konusunu tartışıyor. Yazar, bu uygulamanın bir tür yaş ayrımcılığı ve toplumda ahlaki çöküşün bir işareti olduğunu savunuyor. Okuyucuları ücretsiz çalışmayı reddetmeye ve bu soruna karşı durmaya çağırıyorlar. Genel duruş, ücretsiz emeğe karşı olumsuzdur ve adaletsizliğini vurgular ve işçiler üzerinde olumsuz etkisi. Yazar, kendi görüşünü vurgulamak ve bu uygulamaya karşı harekete geçilmesini teşvik etmek için tekrarlama ve sert dil (örneğin, ""ahlaki düzeltmemizin bir başka göstergesidir"") gibi retorik araçlar kullanmaktadır. kolej-son sınıf öğrencileri-koronavirüs.html ://www.nytimes.com/2020/03/11/görüş/kolej-son sınıf öğrencileri-koronavirüs.html ://www.nytimes.com/2020/03/11/görüş/kolej- yaşlılar-koronavirüs.html ://www.nytimes.com/2020/03/11/görüş/üniversite-yaşlılar-koronavirüs.html ://www.nytimes.com/2020/03/11/görüş/üniversite-yaşlılar- koronavirüs.html ://www.nytimes.com/2020/03/11/opinion/college-seniors-coron'title=""The New York Times"">The New York Times ://www.nytimes.com/2020/03/11 /fikir/üniversite-son-kişileri-koronavirüsü.html Üniversite Son Sınıf Öğrencileri Krizdeki Bir İşgücü Piyasasıyla Karşı Karşıya New York Times'a Göre İşgücü piyasası, koronavirüsün ekonomik etkisi nedeniyle birçok kişinin iş veya staj bulmakta zorlanması nedeniyle üniversite son sınıf öğrencileri için krizde pandemi. Yazar, ücretsiz stajların ve çalışmanın yalnızca sömürücü değil, aynı zamanda yaşlı işçilerin ücretsiz olarak yeniden eğitim almaları beklendiği için bir tür yaş ayrımcılığı olduğunu savunuyor. Yazar, toplumun ücretsiz emeğe karşı tutumunda bir değişiklik ve insanların çalışmayı reddetmesi çağrısında bulunuyor ücretsiz. Bu duruş, özellikle zor bir zamanda işgücüne girmekte zorlanan üniversite son sınıf öğrencileri için, ücretsiz emek uygulamasını eleştiriyor. Yazar, sorunu ve işçiler üzerindeki etkisini göstermek için çeşitli endüstrilerdeki ücretsiz emek örneklerini kullanıyor. Ton acil ve tutkuludur ve okuyucuları bu sömürücü uygulamaya karşı harekete geçmeye çağırır. Kullanılan retorik araçlar"
 uyuşturucu savaşı,-1,"Bay DuPont'un sergilediği bilişsel önyargı, daha iyisini bilmesi gereken biri için hayal kırıklığı yaratıyor. Bağlama değil ilaca odaklanmak sorunu fazla basitleştiriyor. 'Esrarı ve diğer uyuşturucuları aktif olarak caydırmak' için yürütülen uyuşturucu savaşı faydadan çok zarara yol açtı. Polis güçlerimizi yozlaştırdı ve mahallelerimize zulmetti. Portekiz tüm uyuşturucuları suç olmaktan çıkardı ve bağımlılık oranları çok düştü. Esrarın tek 'geçit etkisi', satıcıların diğer suç örgütlerine erişimi olan suçlular olmasıdır. Yasayı değiştirin ve hesap vermeyen suçluları işsiz bırakın. Çocuklukta maruz kalmayı suç olmaktan çıkarmakla bir tutmak geriye gidiştir. Suçlular satıcı olduğu sürece, daha tehlikeli uyuşturuculara geçiş tüm yaş grupları için daha erişilebilir olmaya devam edecektir.","Pasaj: Bay DuPont'un sergilediği yöntemler, daha iyisini bilmesi gereken biri için hayal ürünü olarak üretiliyor. Bağlama değil ilaca ait sorunu fazladan basitleştiriyor. 'Esrarı ve diğer jeneratörleri aktif olarak caydırmak' için genişletilen sistemin gücünden çok zarara yol açtı. Polis güçlerimizi yozlaştırdı ve mahallelerimize zulmetti. Portekiz'deki tüm hesaplamaları suçun ortaya çıkması ve bağımlılık oranları çok düştü. Esrarın tek 'geçit etkisi', satıcıların diğer suç seçeneklerine erişim olan suçlular bulundurması. Yasayı iptal edin ve hesaptaki suçluları işsiz bırakın. Çocuklukta maruz kalma oranları suçun ortadan kaldırılmasıyla bir tutmak geriye doğru gidiştir. Suçlular satıcı olduğu sürece, daha tehlikeli dozlara geçiş tüm yaş grupları için daha erişilebilir olmaya devam edecektir. Hedef: savaşı Analiz: Yazar, savaşının polis güçlerini yozlaştırdığını ve mahallelerimize zulmettiğini savunuyor. Ayrıca Portekiz'in büyümeleri suç olup çıkmasıyla ilişkilerin oranlarının azalmasına neden olduğunu belirtiyor. Yazar, esrarengizin tek 'geçit etkileri'nin satıcılarının diğer suç seçeneklerine erişimi olan suçlular olması olduğunu ve onların değiştirilerek hesapların suçluların işsiz kalması gerektiğini savunuyor. Çocuklukta maruz kalma oranları suçun ortadan kaldırılmasıyla bir tutarak geriye gidişin devam edeceğini ifade ediyor. Yazar, harcama savaşının daha tehlikeli artışlara geçişe neden olduğunu ve tüm yaş grupları için daha erişilebilir olmaya devam edeceğini savunuyor.://www.nytimes.com/roomfordebate/index ://www.nytimes.com/roomfordebate/index :/ /www.nytimes.com/roomfordebate/index ://www.nytimes.com/roomfordebate/index ://www.nytimes.com/roomfordebate/index :/ /www.nytimes.com/roomfordebate/index ://www.nytimes.com/roomfordebate/index ://www.nytimes.com/roomfordebate/index :/ /www.nytimes.com/roomfordebate/index ://www.nytimes.com/roomfordebate/index ://www.nytimes.com/roomfordebate/index ://www.nytimes.com/roomfordebate/index ://www.nytimes.com/roomfordebate/index ://www.nytimes.com/roomfordebate"
 Ortadoğu barışı,1,"Öncelikle, Filistinliler işgal altında yaşıyor çünkü asıl işgalci Ürdün, 1967 savaşından sonra bölgeyi İsrail'e bıraktı. Peki ya 1947-1967 yılları arasındaki 20 yıllık Ürdün işgali ne olacak? İsrail, 1948 Bağımsızlık Savaşı'ndan kalma mültecilerin bakımını Ürdün'den devraldı. Bunu unutmayın, Ürdün, Mısır, Suriye ve Lübnan 1948'de İsrail'e saldırdı. Ortak hedefleri, yeni kurulan Yahudi Devleti'ni yok etmek ve orada yaşayan tüm Yahudileri öldürmekti. Ancak, kaybettiler ve İsrail birkaç kilometre büyüdü. Ürdün, Batı Şeria'da Doğu Kudüs'ü işgal ederken, Mısır Gazze Şeridi'ni işgal etti. Ürdünlü ve Mısırlı işgalciler 20 yıl boyunca Batı Şeria ve Gazze mültecilerini kamplarda, yoksulluk içinde ve öfkeli bir şekilde tuttular. Bu, son 66 yıldır Arap mültecilerin sefaletine neden olan Arap Müslümanlarla yan yana bir Yahudi Devleti istemeyen bu Arap liderlerinin zihniyetidir.","Geçiş: Öncelikle Filistinliler işgal altında yaşıyordu çünkü asıl işgalci ülkedeydi, 1967 savaşından sonra İsrail'e bırakıldı. Peki ya 1947-1967 yılları arasındaki 20 yıllık Ürdün işgali ne olacak? İsrail, 1948 Bağımsızlık Savaşı'ndan kalma mültecilerin bakımını Ürdün'den devraldı. Bunu unutmayın, Ürdün, Mısır, Suriye ve Lübnan 1948'de İsrail'e saldırdı. Ortak amaç, yeni kurulan Yahudi Devleti'ni yok etmek ve orada yaşayan tüm Yahudileri yok etmekti. Ancak kayıplar ve İsrail birkaç kilometre yayıldı. Ürdün'de, Batı Şeria'da Doğu Kudüs'ü işgal ederken, Mısır Gazze Şeridi'ni işgal etti. Ürdünlü ve Mısırlı işgalciler 20 yıl boyunca Batı Şeria ve Gazze mültecilerini kamplarda, yoksulluk içinde ve öfkeli bir şekilde sürdürdüler. Bu, oğlu 66 yıldır Arap mültecilerin sefaletine neden olan Arap Müslümanlarla yan yana bir Yahudi Devleti istemeyen bu Arap ebeveynlerinin tutumudur. Hedef: Ortadoğu barışı Duruş: Karşı Mantık: Yazar, Ortadoğu'daki mevcut çatışmanın Arap liderlerinin yanlarında bir Yahudi devleti kabul etmeyi reddetmelerinden kaynaklandığını ileri sürüyor. 1948 Arap-İsrail savaşı gibi tarihi olaylardan bahsediyorlar. argümanlarını desteklemek için. Yazar, Arap liderlerin Filistinli mültecilerin acılarından sorumlu olduğunu, çünkü onları 20 yıl boyunca işgal eden ve kötü muamele edenlerin kendileri olduğunu ima ediyor. Yazarın Ortadoğu barışına karşı duruşu, Arap liderlerinin Yahudi devletini kabul etme konusundaki isteksizliğinin devam eden çatışmanın temel nedeni olduğuna olan inancına dayanmaktadır.://www.nytimes.com/2020/03/11/opinion/room -filistin-devleti-tartışması-için.html ://www.nytimes.com/2020/03/11/görüş/filistin-devleti-tartışması-için-oda.html ://www.nytimes.com/2020/03 /11/görüş/filistin-devleti-icin-tartisma-odasi.html ://www.nytimes.com/2020/03/11/görüş/filistin-devleti-icin-tartisma-odasi.html ://www.nytimes .com/2020/03/11/görüş/filistin-devleti-tatışma-odaları.html ://www.nytimes.com/2020/03/11/opinion/room-for-debate-palestinian-state.html ://www.nytimes.com/2020/03/11/opinion/room-for-debate -palestinian-state.html ://www.nytimes.com/2020/03/11/opinion/room-for-debate-palestinian-state.html ://www.nytimes.com/2020/03/11/opinion/room-for-debate -palestinian-state.html ://www.nytimes.com/2020/03/11/opinion/room-for-debate-palestinian-state.html ://www.nytimes.com/2020/03/11/opinion/room-for-debate -palestinian-state.html ://www.nytimes.com/2020/03/11/opinion/room-for-debate-palestinian-state.html ://www.nytimes.com/2020/03/11/opinion/room-for-debate -palestinian-state.html ://www.nytimes.com/2020/03/11/opinion/room-for-debate-palestinian-state.html"
